Date,Close,Volume,Stock,pred_sum,Prediction,Confidence_Level,Stop_Loss,Predicted_Change,Predicted_Change_Ratio,Predicted_Next_Date
2021-04-08,119.62000274658203,1776773.0,BBY,3,Up,0.6826985279719034,116.86408497840543,121.34549150001324,0.014424750993249042,2021-04-09
2021-04-08,592.22998046875,111433.0,BIO,3,Up,0.7341679135958353,579.9290940488683,596.933661321266,0.007942321408303275,2021-04-09
2021-04-08,265.7300109863281,781956.0,BIIB,3,Up,0.7360548973083496,251.61036522642968,268.8620656144505,0.011786604819293523,2021-04-09
2021-04-08,800.5999755859375,558475.0,BLK,0,Down,0.6928629974524181,814.2782409840721,787.0372072970233,-0.016940755311649798,2021-04-09
2021-04-08,254.9499969482422,9899939.0,BA,3,Up,0.7474056482315063,245.22955778659718,258.6446140360629,0.014491536113141131,2021-04-09
2021-04-08,2427.989990234375,222006.0,BKNG,3,Up,0.7217435836791992,2371.1208361056433,2466.134975050127,0.015710519799988887,2021-04-09
2021-04-08,46.0,1858829.0,BWA,3,Up,0.7409124771753947,44.8645203999551,47.05534876768761,0.022942364514948136,2021-04-09
2021-04-08,103.87000274658203,768167.0,BXP,3,Up,0.7653893431027731,100.65743836397257,104.83946943500632,0.009333461661588193,2021-04-09
2021-04-08,38.720001220703125,3992888.0,BSX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,61.90999984741211,7846940.0,BMY,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,154.3699951171875,533391.0,BR,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,29.200000762939453,6566931.0,SPCE,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,30.260000228881836,2988293.0,BEN,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,96.51000213623047,658752.0,CHRW,3,Up,0.7408026456832886,94.13223449783801,97.02182671792444,0.00530333199010287,2021-04-09
2021-04-08,17.850000381469727,7111390.0,COG,3,Up,0.7338075836499532,17.240813943558653,18.08181973561554,0.012987078386085985,2021-04-09
2021-04-08,145.4600067138672,1190926.0,CDNS,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,48.75,2176371.0,CPB,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,132.72999572753906,2193526.0,COF,3,Up,0.7392235994338989,130.01592825062977,134.336789890236,0.012105735059279905,2021-04-09
2021-04-08,59.25,1708946.0,CAH,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,28.559999465942383,37870792.0,CCL,3,Up,0.7187096079190572,27.187657437299823,29.27198867966076,0.024929594784041203,2021-04-09
2021-04-08,42.529998779296875,5212614.0,CARR,3,Up,0.6963962117830912,41.573525136064156,43.20516057492024,0.015874954502750404,2021-04-09
2021-04-08,230.47999572753906,2121620.0,CAT,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,99.36000061035156,373514.0,CBOE,3,Up,0.7853285272916158,96.63163842739436,100.45649699629242,0.011035591578152815,2021-04-09
2021-04-08,78.7699966430664,1421687.0,CBRE,3,Up,0.7178547978401184,77.1243323116214,79.67212735962636,0.011452720007692924,2021-04-09
2021-04-08,174.58999633789062,782791.0,CDW,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,150.10000610351562,828157.0,CE,3,Up,0.6854775746663412,147.05512703427996,151.85720066605816,0.01170682539033803,2021-04-09
2021-04-08,61.540000915527344,4326584.0,CNC,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,23.229999542236328,5326290.0,CNP,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,72.19999694824219,1832519.0,CERN,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,45.52000045776367,1693888.0,CF,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,615.1599731445312,834994.0,CHTR,3,Up,0.6741175850232443,603.0096835639253,621.628882333861,0.010515816164472608,2021-04-09
2021-04-08,103.0199966430664,8084040.0,CVX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,1524.050048828125,227427.0,CMG,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,159.91000366210938,1600758.0,CB,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,87.30999755859375,1345897.0,CHD,0,Down,0.6797513763109844,88.99450170155936,86.12590943528569,-0.013561884737351102,2021-04-09
2021-04-08,238.25,1622728.0,CI,3,Up,0.7483667731285095,232.4613334278904,239.4975240611181,0.005236197528302576,2021-04-09
2021-04-08,104.5199966430664,518167.0,CINF,3,Up,0.7466690341631571,102.00168829489019,105.23111044823798,0.006803614887206885,2021-04-09
2021-04-08,345.7200012207031,437702.0,CTAS,3,Up,0.7189940214157104,338.2977549795055,349.7648434354132,0.011699763393578953,2021-04-09
2021-04-08,51.90999984741211,15111252.0,CSCO,3,Up,0.6997857292493185,50.70059234111822,52.61449231167782,0.013571421042892459,2021-04-09
2021-04-08,72.33000183105469,13543810.0,C,3,Up,0.7044821381568909,70.41589892346967,72.90048111187379,0.007887173598468796,2021-04-09
2021-04-08,44.709999084472656,3236059.0,CFG,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,142.77000427246094,705725.0,CTXS,3,Up,0.6760155955950419,139.41635751070012,144.50629242719617,0.01216143519490064,2021-04-09
